Titulo;Ano;Sigla;ResumoPT
Resinas acrílicas para bases de prótese totais;2002;ODP;"""A preocupação em obter próteses, parciais ou totais removíveis, com aspecto mais natural existe há muito tempo. Um dos principais meios para se conseguir esta naturalidade é a caracterização da base em termos de deixá-la com uma coloração o mais próximo possível daquela encontrada na cavidade bucal. Esta coloração é conseguida pela adição de pigmentos na composição das resinas acrílicas a base de metilmetacrilato, utilizadas para obtenção das bases destes aparelhos. Estes pigmentos normalmente são inertes e não participam da reação de polimerização do metilmetacrilato, isto pode interferir na formação de cadeias poliméricas com tamanho e peso molecular adequados para se obter um produto final com propriedades ideais para que não se alterem física ou quimicamente, o que poderia contribuir para o aparecimento de alterações dimensionais que impossibilitam o alcance dos requisitos físicos e funcionais das próteses. O presente trabalho objetivou conhecer a influência da pigmentação das resinas acrílicas em sua estabilidade dimensional e propriedades mecânicas. Para tanto, foram selecionadas resinas acrílicas, de um mesmo fabricante, com composição semelhante e que basicamente diferiam na quantidade do pigmento (corante) utilizado para obtenção de variadas nuances de cores. Os materiais selecionados foram a resina vipi cril incolor, resina vipi cril rosa médio e a resina rosa roxo do sistema STG de caracterização de bases de próteses, todas de fabricação da||Dental VIPI. O estudo da estabilidade dimensional foi realizado por meio de uma análise comparativa de distâncias lineares, determinadas pela fixação de pontos de referência em um corpo de prova acrílico, obtido a partir de uma matriz metálica única para todos os corpos de prova. Uma leitura de referência da distância foi efetuada na matriz metálica e após a acrilização, leituras de controle foram realizadas possibilitando um acompanhamento da variação ) desta distancia com o tempo até a sua estabilização permitindo o conhecimento do padrão de comportamento e da magnitude da alteração sofrida. O estudo das propriedades mecânicas foi realizado através de ensaios de tração em corpos de prova acrílicos normalizados, que permitiram a obtenção de parâmetros como o limite de resistência, a deformação linear, o módulo de elasticidade e o módulo de resiliência. Estes parâmetros permitem o estabelecimento de uma correlação entre os mesmos e a capacidade de um material em resistir a forças externas sem que o mesmo venha a falhar durante a execução de sua função. Os resultados mostraram que os três materiais testados apresentaram uma estabilidade dimensional bastante satisfatória, apresentando um padrão de comportamento similar ao anteriormente observado e uma magnitude acima daquela já conhecida, podendo ser relacionada ao formato do corpo de prova. Quando se compara os três materiais testados, a diferença existente não é estatisticamente significante, sendo ligeiramente||favorável à resina incolor em relação aos demais e da resina rosa médio em relação à resina rosa roxo. Os resultados dos ensaios de tração denotaram melhores propriedades mecânicas para a resina incolor seguida pela resina rosa roxo e rosa médio respectivamente, sendo a diferença estatisticamente significante. Portanto, a resina incolor se apresentou como sendo o material mais adequado a compor as bases de próteses parciais ou totais removíveis tanto pela melhor estabilidade dimensional quanto pelas melhores propriedades mecânicas, que a capacita a suportar melhor as condições adversas (forças externas da musculatura e variações de temperaturas dos alimentos ingeridos) a que são submetidos estes aparelhos durante a função, mantendo-se mais estável dimensionalmente e, portanto, cumprindo de melhor maneira os requisitos de retenção, estabilidade e comodidade"""
Avaliações clínica e microbiológica periodontais de pacientes submetidos à terapia imunossupressora;2002;ODE;"""O objetivo deste estudo foi avaliar as condições clínicas e microbiológicas periodontais de 35 pacientes com indicação de transplante renal, em quatro diferentes momentos: pré-transplante, aos 30, aos 90 e aos 360 dias após realização da cirurgia. Nestes momentos foram realizados exames clínicos periodontais e coletas de amostras subgengivais de quatro diferentes sítios por paciente, selecionados através de um exame clínico inicial. Os parâmetros clínicos avaliados foram profundidade clínica de sondagem (PCS), nível clínico de inserção (NCI), Índice de Placa (IP) e Índice Gengival (IG). As amostras microbiológicas foram semeadas em meios de cultura seletivos e não-seletivos, a fim de se verificarem a contagem total de microrganismos e a presença dos supostos patógenos periodontais: Actinobacillus actinomycetemcomitans, Porphyromonas gingivalis, Prevotella intermedia, Campylobacter rectus, Capnocytophaga sp., Peptostreptococcus micros, Fusobacterium sp., estreptococos beta-hemolíticos, além dos superinfectantes Pseudomonas sp. e Candida sp. Os resultados obtidos foram submetidos à análise estatística. Após a cirurgia de transplante renal, os pacientes foram submetidos a um esquema tríplice de imunossupressão constituído de ciclosporina, azatioprina e prednisolona. Devido à utilização da ciclosporina, nove pacientes (34,6%) apresentaram crescimento gengival aos 30 dias, 14 pacientes (56%) aos 90 dias e 15 pacientes (62,5%) aos 360 dias, como efeito||colateral da droga. ) Clinicamente pudemos observar algumas diferenças estatisticamente significantes para os parâmetros clínicos avaliados, diferenças essas que vão de encontro às relatadas na literatura. Não foi constatada qualquer associação entre a dosagem média de ciclosporina e o aparecimento do crescimento gengival, nem entre os parâmetros clínicos periodontais e o crescimento tecidual,com exceção da PCS. Os achados sugerem que talvez quanto maior a PCS inicial, maiores os riscos de ocorrência do crescimento gengival. Quanto à avaliação microbiológica, houve diferenças significantes entre os momentos no número de tipos de patógenos periodontais e na contagem total de microrganismos. Nos pacientes que não desenvolveram o crescimento gengival, as diferenças foram encontradas aos 90 e aos 360 dias em relação ao microrganismo estreptococos beta-hemolíticos. Os achados sugerem que, após alguns meses do transplante, podem ocorrer algumas alterações nos parâmetros clínicos periodontais e também algumas modificações quantitativas e qualitativas na microbiota subgengival, em decorrência do tratamento imunossupressor, mas estas mudanças parecem não estar associadas ao desenvolvimento do crescimento gengival induzido pela ciclosporina"""
Estudo da nanodureza e módulo de elasticidade de quatro resinas compostas utilizando a técnica da nanoindentação;2002;ODD;"""Este trabalho tem por finalidade avaliar a nanodureza e o módulo de elasticidade de quatro resinas compostas, sendo: uma resina de micropartícula A110 (3M), uma resina híbrida de múltiplo uso Z250 (3M), uma resina composta híbrida acomodável P60 (3M) e uma resina composta de laboratório Solidex (Shofu). Foi utilizada neste trabalho a técnica da nanoindentação, com o nanoindentador XP da MTS. Os resultados obtidos foram os seguintes: para a resina P60, obtivemos 0.95 ± 1.08 GPa para a dureza e o módulo de elasticidade 19.35 ± 20.40 GPa; para a Z250, obtivemos os maiores valores de 0.90 ± 0.94 GPa de nanodureza e de 18.17 ± 18.54 GPa de módulo de elasticidade; para o A110, a dureza variou de 0.62 ± 0.63 GPa, e o módulo de elasticidade de 9.79 ± 10.39 GPa; e o Solidex teve os seguintes valores para nanodureza: 0.59 ± 0.62 GPa, e módulo de elasticidade de 11.79 ± 12.17 GPa. Com isto pode-se concluir que a resina P60 foi a que apresentou os maiores valores para nanodureza e módulo de elasticidade, seguida do Z250. A resina Solidex apresentou menor dureza e a resina A110 o menor módulo de elasticidade. De uma forma geral todos os materiais estudados nesta uma pesquisa apresentaram maior dureza quando o módulo de elasticidade era maior, com exceção das resinas Solidex e A110 que não acompanharam esta mesma relação"""
Expressão imuno-histoquímica das proteínas envolvidas na via do retinoblastoma (pRB) na glândula salivar normal e nas neoplasias de glândulas salivares;2002;ODE;"""Vários caminhos podem influenciar o controle de entrada da célula no ciclo celular, proliferação, diferenciação e morte celular e um destes é a via do retinoblastoma (RB). O descontrole da via do retinoblastoma (RB) está envolvido na gênese e progressão de inúmeras neoplasias humanas. Proteínas como a ciclina D1, a quinase cdk-4, as proteínas supressoras de tumor p16 e a pRb, além do fator de transcrição gênica E2F-1 fazem parte da via e podem estar relacionadas em conjunto e individualmente ao processo de formação tumoral. Estudamos através da reação de imuno-histoquímica a via do retinoblastoma em neoplasias benignas e malignas de glândulas salivares e também na glândula salivar normal em material parafinado, com o propósito de analisar e correlacionar a expressão das proteínas. Foram avaliados 06 casos de glândula salivar normal, 10 casos de neoplasias benignas e 22 casos de neoplasias malignas de glândulas salivares normais, em um total de 38 casos. Os resultados mostraram que tanto as neoplasias benignas quanto as neoplasias malignas apresentam alteração da via do retinoblastoma (RB) em relação à glândula salivar normal, mostrando que o descontrole da regulação do ciclo celular independe do comportamento clínico da neoplasia. A maioria dos casos estudados mostrou: aumento da expressão da quinase cdk-4; diminuição da expressão da pRb; infreqüente perda da expressão das proteínas p16 e pRb; manutenção do mecanismo compensatório entre as||proteínas p16 e pRb quando da diminuição da expressão da pRb; raro envolvimento da ciclina D1 nas neoplasias de glândulas salivares e aumento da expressão do E2F-1 em metade dos casos avaliados. A análise estatística mostrou correlação entre todas as proteínas estudadas, exceto entre a quinase cdk-4 e a proteína do retinoblastoma"""
Estudo morfológico do descanso oclusal direto em molares inferiores com ou sem inclinação;2002;ODP;"""Esta pesquisa é uma avaliação morfológica do descanso oclusal direto preparado sobre esmalte hígido. Seis molares inferiores íntegros foram montados em um suporte de alumínio com resina acrílica e o conjunto reproduzido em gesso pedra melhorado. Estes modelos foram distribuídos entre oito especialistas para que preparassem descansos na mesial e distal, com os espécimes dispostos em duas posições: normal e inclinada (15° mesial) num suporte especialmente construído e fixado na cabeça de um manequim. A porção coronária dos dentes e suas respectivas réplicas foram bipartidas no sentido mesio-distal por meio de uma máquina própria. Usando a sobreposição das imagens digitalizadas dos espécimes seccionados num programa específico de computador, foi empreendida uma análise comparativa entre o perfil original do dente e seu respectivo modelo preparado pela caracterização do descanso com medidas angulares e lineares. Esta metodologia também permitiria a clara determinação se o preparo levou a qualquer exposição da dentina, embora, na verdade nenhum dos 192 pontos examinados apresentou qualquer sinal de penetração. Dois terços dos preparos tiveram, pelo menos, 0,80 mm de profundidade e o valor médio ficou em 0,93 mm. Curiosamente, a inclinação do dente suporte não foi significante na determinação do contorno do descanso. Os fatores predominantes na definição destes contornos foram a anatomia inicial do dente e o operador envolvido o que enfatiza a importância da||excelência do profissional para se garantir a eficácia do procedimento. Além disso, deve ser salientado que os descansos mesiais foram estatisticamente menos agudos e tendem a perfazer uma configuração mais profunda. Os dados sugerem que os molares inferiores podem ser indicados para receber preparos diretos de descansos, independente de uma inclinação razoável"""
Avaliação quantitativa dos movimentos mandibulares horizontais e verticais em relação aos tipos faciais propostos por Ricketts;2002;ODE;"""A avaliação dos movimentos bordejantes da mandíbula é um importante exame para verificar as condições de saúde da articulação têmporo-mandibular. Embora existam valores médios ""normais"", registrados na literatura, estes são, geralmente, o resultado de estudos realizados em uma população como um todo, isto é, sem a consideração de diferentes características das pessoas, dentro desta população. Noventa e cinco pessoas, do sexo feminino, foram divididas em 3 grupos, segundo a classificação de tipos faciais de Ricketts, a saber, em: dolicofaciais, mesofaciais e braquifaciais. Desse modo, este estudo procurou verificar a existência de diferenças na quantidade de movimentos mandibulares em indivíduos com características morfológicas faciais diferentes. Os resultados mostraram diferenças estatisticamente significantes na quantidade de movimento da maior parte dos movimentos mandibulares, entre pessoas com os três tipos morfológicos faciais estudados. Somente para o movimento de lateralidade para a direita, não houve diferenças"""
Efeitos da contração de polimerização em restaurações de resina composta;2002;ODM;"""O objetivo do presente estudo foi avaliar a contração linear de polimerização (%CLP) e seus efeitos em restaurações de resina composta variando o fator-C (FC) e técnica de inserção (TI) na primeira parte, e variando as condições de adesão (CA) e a técnica de inserção na segunda parte. Os efeitos a serem estudados são: largura média das frestas e resistência de união da interface adesiva e resistência do material restaurador. Foram utilizados 20 dentes bovinos, divididos em dois grupos (fator-C=3 e fator-C=0,3) e restaurados com resina composta e adesivo, inserida em uma (B) ou três porções (I) polimerizadas com 600mW/cm² por um total de 80s. Na segunda parte, foram utilizados 30 dentes bovinos com cavidades com fator-C=3, divididos em 3 grupos (condicionamento ácido total [T], apenas de esmalte [E] e sem condicionamento ácido [S]), sendo restaurados com as técnicas B ou I. A CPL foi medida por uma sonda na cavidade. A seguir, as restaurações foram secionadas em 3 fatias e a largura média das frestas foi medida (FF) em cada restauração da superfície. Em metade dos dentes, as fatias foram secionadas para a obtenção de ""palitos"" da interface de união com área de seção transversal de 0,8 mm², nos quais mensuraram-se novamente as frestas (FP) e a resistência de união (RA).||) Na outra metade, as fatias foram secionadas para a obtenção de ""palitos"" de resina composta próxima do fundo da cavidade. A resistência adesiva e coesiva da resina composta||(RC) foi obtida por microtração dos ""palitos"" em uma máquina Kratos (0,5mm/min). Os resultados da primeira parte do estudo permitiram concluir que: 1) A %CLP foi influenciada pela TI apenas no maior FC, sendo maior na técnica B; 2) RA, FF e FP foram significantemente influenciados pelo FC (pior no mais alto) e não pela TI; 3) A RC não variou em função das variáveis testadas. Na segunda parte: 1) A %CLP foi significantemente maior para a técnica T e as outras foram semelhantes entre si, sendo sempre maior a %CLP na técnica B; 2) RA, FF e FP foram significantemente influenciados pelas CA (melhor no T) e pela TI (pior em B); 3) A RC não foi diferente para nenhuma das variáveis testadas"""
Estudo imuno-histoquímico e zimográfico das metaloproteinases da matriz 1, 2 e 9 no ameloblastoma;2002;ODE;"""O ameloblastoma é um tumor odontogênico de origem ectodérmica que se caracteriza pelo alto índice de recorrências e invasividade local. Um dos questionamentos importantes, no estudo dessa neoplasia, é o mecanismo pelo qual ela invade os tecidos circunjacentes. Entre os fatores que modulam a invasividade local de uma neoplasia estão as metaloproteinases da matriz (MMPs). Essas enzimas podem clivar a maioria dos componentes da matriz extracelular. Nosso objetivo foi verificar se os tecidos do ameloblastoma expressam as metaloproteinases 1, 2 e 9 e se essas apresentam-se ativas nessa neoplasia. Para detectar a expressão das MMPs utilizamos a técnica de imuno-histoquímica, em cortes histológicos de ameloblastoma humano. Os resultados mostraram a expressão das MMPs 1, 2 e 9. Para verificar a atividade das MMPs foi realizado estudo zimográfico em tecidos de ameloblastoma, que mostrou as MMPs 2, 9 e provavelmente a MMP-1 nas suas formas, tanto inativa quanto funcionalmente ativa. Com isso, nossos resultados mostram que os tecidos do ameloblastoma expressam metaloproteinases da matriz. Essas enzimas podem ter papel importante no processo de invasão local dessa neoplasia"""
Análise histológica e índice de proliferação celular do tecido reparativo de alvéolos dentários de cães, tratados ou não com os fatores de crescimento PDGF-BB e IGF-I, associados;2002;ODE;"""Os enxertos ósseos têm sido empregados há muitos anos em terapia periodontal com a finalidade de regenerar, ao menos parcialmente, a estrutura óssea destruída pela doença periodontal. O uso de osso imaturo, neoformado em alvéolos em reparação, também tem demonstrado resultados promissores (Halliday, 1969; Passanezi et al., 1989). O objetivo do presente trabalho foi analisar o tecido reparativo de alvéolos dentários de cães, após exodontia e tratamento com fatores de crescimento através de análise histológica e do índice de proliferação celular. Foram utilizados 6 cães. Após a exodontia dos P2 e P4 inferiores, 6 alvéolos receberam uma associação de PDGF-BB (platelet-derived growth factor-BB) e IGF-I (insulin-like growth factor-I), ambos na concentração de 0,1 µg/ml de gel de metilcelulose a 2%.||) Outros 6, na concentração de 0,3 µg/ml; ainda, 6 alvéolos receberam somente o gel e, por fim, 6 repararam sem a adição de qualquer substância. Após 10 dias de reparação, o padrão histológico de reparação dos alvéolos não variou entre os grupos e condizia com o aspecto descrito na literatura para períodos semelhantes. Não foram encontradas diferenças significativas entre os índices de proliferação celular dos diferentes grupos, tanto na análise dos alvéolos como um todo como na observação segundo os terços coronário, médio e apical. Nos 4 grupos, também não foram encontradas diferenças significativas entre os índices de proliferação dos terços coronário, médio e||apical. Concluímos que 1: A associação dos fatores de crescimento PDGF-BB e IGF-1 não produziu alterações no padrão histológico de reparação dos alvéolos, aos 10 dias de reparação; 2: Os índices de proliferação celular dos tecidos reparativos dos alvéolos considerados no seu todo não foram alterados pela associação dos fatores de crescimento; e 3: Não houve diferença entre os índices de proliferação celular entre os terços coronário, médio e apical dos diferentes grupos"""
Rugosidade superficial do esmalte dental humano, determinada sob vários parâmetros;2002;ODD;"""O objetivo da presente pesquisa foi determinar a rugosidade superficial do esmalte dental humano, nas faces vestibulares de 40 dentes extraídos. A determinação da rugosidade foi realizada nas regiões cervical, mediana e incisal. Ainda foi feita segundo direções vertical e horizontal. O rugosímetro empregado foi o Surftest 301 da Mitutoyo. Os parâmetros de rugosidade determinados foram Ra, Rt, Ry e Rz. Os resultados permitiram concluir que: a região cervical apresentou em média maior rugosidade significantemente, do que as regiões medianas e incisal, mas detectada apenas com os parâmetros Rt, Ry e Rz; nas regiões mediana e incisal, as rugosidades foram semelhantes; nas direções vertical e horizontal, as rugosidades foram semelhantes; os 4 parâmetros de rugosidade determinados foram significantemente diferentes entre si; parâmetro Rt (o maior) conduziu a um valor médio de cerca de 5,5 vezes maior do que o Ra (o menor); 32,0% dos dentes apresentaram rugosidade menor de 1µm (Ra), 54,0% até 7µm (Rt), 62,5% até 6µm (Ry) e 68,8% até 4µm (Rz)"""
Avaliação comparativa dos efeitos derivados da aplicação de algumas substâncias irrigadoras de uso endodôntico no conjuntivo subcutâneo de ratos;2002;ODD;"""A terapia endodôntica utiliza atualmente uma gama variada de substâncias que visam a limpeza e desinfecção do sistema de canais radiculares. Dentre outras formas, o potencial irritativo dessas soluções pode ser medido pelo silêncio biológico entre as sessões e, após a obturação. Com o propósito de avaliar o potencial irritativo e sua interferência nos processos inflamatório e reparacional, foram testadas sobre o tecido conjuntivo de ratos, quatro substâncias: hipoclorito de sódio a 0,5%, EDTA a 17% e ácido cítrico a 25 e 50%, nos períodos experimentais de 1, 7, 14 e 28 dias. Decorridos os tempos predeterminados, os animais foram sacrificados, retirando-se deles amostras de tecido, as quais, após tratamento histológico foram analisadas morfológica e histometricamente. O exame morfológico mostrou que, aos de 28 dias, todas as feridas encontravam-se reepitelizadas, com fenômenos celulares somente no tecido conjuntivo subjacente. Entretanto, o tratamento estatístico, pela análise de variância, seguida do teste de Tukey dos achados histométricos, demonstrou claramente, quando comparadas ao grupo controle, que todas as substâncias testadas influíram no processo reparacional, retardando-o, sendo que, nesse mister, os ácidos pelo seu potencial irritativo, provocaram um maior atraso desse processo"""
Avaliação da eficiência dos métodos de desinfecção de bases protéticas, irradiação por microondas e imersão em solução efervescente enzimática, por meio de análise microbiológica, clínica e microscopia eletrônica de varredura;2002;ODP;"""A colonização de fungos e bactérias nas bases de resina acrílica é um dos fatores responsáveis pela estomatite protética, uma das lesões mais prevalentes da mucosa bucal. Os métodos empregados para dificultar o acúmulo de microorganismos na prótese usando meios mecânicos e/ou químicos, não tem apresentado resultados satisfatórios. Dentre os químicos, a imersão da prótese em produtos enzimáticos, é o que apresenta maior eficiência. Além deste método, a irradiação por microondas também tem sido empregada na desinfecção e esterilização de bases de resina acrílica. Assim, este estudo se propôs a avaliar in vivo, a eficiência destes métodos de desinfecção de bases protéticas, por meio de análises microbiológicas, imagens de microscópio eletrônico de varredura e avaliação clínica. Foram selecionados 10 pacientes, todos do sexo masculino, totalmente edentados na maxila, portadores de prótese total superior e apresentando sinais clínicos de estomatite protética. A pesquisa teve quatro fases iniciais com duração de uma semana cada e uma fase clínica final após 12 meses. A primeira foi a fase controle e os pacientes utilizaram apenas escova e pasta para higienizar suas próteses. Na segunda fase, associaram escova e pasta com imersão em produto químico enzimático durante a noite. Na terceira, os pacientes foram orientados à higienizar as próteses com escova e pasta após as refeições e colocá-las em forno de microondas por 5 minutos, 1 vez por semana. A quarta fase foi||uma combinação da 2ª e 3ª fases (químico+microondas). A análise microbiológica revelou que a eficiência do tratamento químico em eliminar os microorganismos da prótese foi de 53%, a do microondas foi de 99,2% e a eficiência do tratamento químico+microondas foi de 99,5%, em média, com relação a fase controle. ) Estatisticamente não houve diferença entre os dois últimos tratamentos, mas estes foram significativamente melhores que o tratamento químico e o tratamento controle. As observações em MEV mostraram que a combinação entre microondas e produto enzimático, não apenas diminuiu significativamente o número de microorganismos, como também removeu eficazmente o biofilme formado principalmente por bactérias mortas (debris bacteriano) que permaneciam na prótese. Pela avaliação clínica todos os pacientes apresentaram melhora na inflamação da mucosa palatina. Pode-se concluir que a combinação da imersão da prótese em produto enzimático com a irradiação por microondas foi o método mais eficiente na redução de microorganismos e na remoção do debris bacteriano da superfície interna da prótese"""
Avaliação da resistência à tração de dois sistemas adesivos em superfícies dentinárias que receberam diferentes tipos de tratamento;2002;ODD;"""Este estudo teve o objetivo de verificar a resistência adesiva de dois sistemas adesivos, Single Bond - SB (3M) e Prime & Bond 2.1 - PB (Dentsply), em superfícies dentinárias que receberam diferentes tratamentos. Foram utilizados 90 molares humanos, íntegros, a partir dos quais se obteve discos de dentina de profundidade média, que foram padronizados com lixa de granulação 600 por 1 minuto. Oitenta discos foram divididos em 8 grupos, que receberam os seguintes tratamentos: G1= Ácido Fosfórico a 35% + SB; G2= Ácido fosfórico a 37% + PB; G3= Ácido + hipoclorito de sódio a 10% + SB; G4= Ácido + hipoclorito + PB; G5= Laser de Er:YAG + SB; G6= Laser + PB; G7= Laser + hipoclorito + SB; G8= laser + hipoclorito + PB. O aparelho de laser utilizado foi o KaVo Key 2, que foi aplicado sobre uma área delimitada na dentina de 4X4 mm, a uma energia de 80 mJ, freqüência de 2Hz, resultando em uma densidade de energia de 25 J/cm². Após o preparo das superfícies, os dentes receberam aplicação de resina composta Z250 (3M) e foram estocados em água destilada a 37°C, por 24 horas.||) Passado este período, foi realizado o teste de resistência à tração. Após análise estatística dos resultados e análise morfológica das superfícies, pôde-se concluir que, quando aplicados de forma convencional, os dois sistemas tiveram comportamento adesivo semelhante; o hipoclorito não produziu alterações na resistência adesiva dos dois sistemas; o condicionamento ácido, associado ou não ao hipoclorito,||proporcionou maiores valores de resistência adesiva que o laser, para os dois sistemas avaliados. A observação em MEV mostrou que o laser removeu a camada de esfregaço, expondo os túbulos dentinários e evidenciando a presença de camadas sobrepostas de dentina, conseqüentes do processo de ablação. A utilização de hipoclorito após a aplicação de ácido proporcionou maior porosidade na dentina intertubular, com exposição de canais secundários. Após irradiação com laser, a utilização de hipoclorito promoveu uma maior evidenciação da dentina peritubular e um abrandamento das camadas dentinárias expostas, quando comparadas com àquelas observadas no grupo ácido + hipoclorito. A avaliação em MET mostrou que tanto o ácido fosfórico como o laser de Er:YAG promoveram exposição das fibras colágenas das dentinas inter e peritubular, expondo padrão bastante semelhante entre eles. O hipoclorito associado tanto ao ácido quanto ao laser de Er:YAG, não removeu totalmente a trama de fibras colágenas, mas promoveu alteração significativa em sua configuração"""
Adesão e proliferação de fibroblastos cultivados sobre superfícies radiculare com diferentes topografias produzidas pelo uso isolado ou associado de cureta e instrumento rotatório;2002;ODE;"""O presente estudo teve como objetivo verificar, in vitro, a adesão e a proliferação de fibroblastos de gengiva humana (linhagem FMMI) sobre superfícies radiculares com diferentes aspectos topográficos produzidos por instrumento manual (cureta Gracey no 3-4) e/ou rotatório (broca carbide). Foram selecionados 27 dentes uniradiculares recém-extraídos em decorrência da doença periodontal. O cálculo visível foi removido de todas as faces experimentais, e a amostra foi dividida em três grupos, a saber: grupo (C) - dentes raspados e aplanados com cureta, grupo (B) - dentes nos quais se produziram ranhuras com uma broca carbide denteada e grupo (C/B) - dentes nos quais o uso da broca foi precedido pelo uso de cureta. Sobre fragmentos de raízes de aproximadamente 5X6mm foram semeados 1X10³ fibroblastos que tiveram suas curvas de crescimento acompanhadas pelos períodos de 24, 48 e 72 horas. Os fragmentos foram processados rotineiramente para análise em microscópio eletrônico de varredura. As células sobre a superfície foram contadas, e os dados obtidos foram submetidos ao teste de Kruskal-Wallis e ao teste de comparações múltiplas de Dunn (p´MAIOR OU IGUAL´0,05). Os fibroblastos aderiram e proliferaram sobre todas as superfícies. Nos períodos de 24 e de 48 horas, a mediana do número de células sobre os fragmentos do grupo (C/B) foi significativamente maior do que sobre os fragmentos dos grupos (C) e (B). Decorridas 72 horas, os três grupos apresentaram||confluência das culturas. Com base nestes resultados, podemos concluir que os fibroblastos aderem e proliferam, atingindo a confluência, sobre as superfícies radiculares com diferentes topografias delineadas pelo estudo. Esta adesão e proliferação foram mais rápidas sobre as superfícies do grupo (C/B) do que sobre aquelas dos grupos (C) e (B)"""
Estudo comparativo de métodos de validação utilizados para diagnóstico de superfícies oclusais hígidas e cariadas de molares decíduos;2002;ODO;"""A proposta desta pesquisa foi comparar sete métodos de validação utilizados para comprovação de diagnóstico de lesões de cárie em superfícies oclusais de molares decíduos, determinando, através do exame efetuado por três observadores, a concordância inter e intra-examinadores, considerando os métodos em questão. Foram selecionados 40 molares decíduos do Banco de Dentes da FOUSP, com suspeita de lesão de cárie oclusal e sem cavitação franca. Os dentes foram incluídos e seccionados em espessura de 0,5 mm, sendo selecionadas secções totalizando 72 sítios com lesões em diferentes estágios. Os espécimes foram observados através de visualização direta com Lupa de 8X de aumento (1); exame de fotografias em papel realizadas com Equipamento Nikon (2), exame de diapositivos realizados com Equipamento Nikon (3), exame de fotografias em papel realizadas com Lupa Estereoscópica - 35X de aumento (4); exame de diapositivos realizados com Lupa Estereoscópica - 35X de aumento (5); exame direto em Lupa Estereoscópica - 35X de aumento (6) e exame de diapositivos realizados com Microscopia de Luz Polarizada - 35X de aumento (7). Os dados foram agrupados e foi realizado teste de concordância pelo Método de Kappa, seguindo-se do Teste de Kruskal-Wallis para as comparações efetuadas.||)Os resultados demonstraram que o método baseado no exame direto de diapositivos realizados com Microscopia de Luz Polarizada - 35X de aumento, proporcionou o mais alto valor de Kappa médio,||considerando-se a concordância inter-examinadores, não havendo, no entanto, diferença estatisticamente significante (p > 0,05) entre a maioria dos grupos, exceto para as comparações envolvendo diapositivos realizados com Equipamento NIKON e em um caso, quando da utilização de Lupa de 8X de aumento. Na maioria dos cruzamentos relacionando resultados intra-examinadores, não houve diferença estatisticamente significante (p> 0,05), exceto para as comparações envolvendo exame baseado em diapositivos realizados com Microscopia de Luz Polarizada - 35X de aumento"""
Análise do efeito da repulsão magnética em usuários de próteses totais e portadores de distúrbios têmporo mandibulares;2002;ODP;"""O objetivo deste estudo foi avaliar o efeito da repulsão entre as próteses totais, por meio de magnetos colocados nas superfícies oclusais dos molares, na remissão de sintomas de DTM (distúrbios têmporomandibulares) apresentados pelos pacientes da amostra. Foram observados 27 pacientes sintomáticos em termos de dor, 18 do sexo feminino e 9 do sexo masculino da clínica de Graduação da Faculdade de Odontologia de Campos - Rio de Janeiro, usuários de próteses totais superior e inferior há mais de 10 anos, que estavam fazendo uso das mesmas próteses por um período igual ou superior à 5 anos. Dos 27 pacientes da amostra, 15 tiveram próteses novas instaladas, nas quais foram colocados ímãs de uma liga de Ne-Fe-Bo (Neodímio-Ferro-Boro), que se situavam na superfície oclusal dos primeiros molares das mesmas, de tal forma que suas superfícies magnetizadas com mesma carga estivessem voltadas uma para outra, fazendo com que os ímãs sofressem repulsão um pelo outro. Foi utilizado o seguinte procedimento quanto ao número de dias com as próteses: 0 - Dia da entrega das novas próteses e recomendações aos pacientes previamente selecionados já tendo respondido ao questionário de avaliação, quanto à intensidade de dor inicial; 7- reavaliação, remontagem, ajuste final das próteses; 21- resposta ao questionário e instalação dos ímãs; 36- Resposta ao questionário e remoção dos ímãs; 51- Resposta ao questionário e instalação dos ímãs; 66- Resposta ao questionário e remoção dos ímãs. Doze (12)||dos vinte e sete (27) pacientes receberam próteses novas, seguiram o mesmo protocolo de visitas e resposta ao questionário, porém não tiveram ímãs instalados. Os resultados mostraram que houve melhora da sintomatologia dolorosa dos pacientes. )A colocação de ímãs de Ne-Fe-Bo nas superfícies oclusais dos primeiros molares de próteses totais é capaz de promover a repulsão e conseqüentemente o afastamento das mesmas, proporcionando a remissão da dor de pacientes portadores de DTM"""
